store_and_fwd_flag,mta_tax,total_amount,extra,ratecodeid,fare_amount,trip_distance,lpep_dropoff_datetime,pickup_longitude,pickup_latitude,vendorid,dropoff_longitude,passenger_count,tolls_amount,trip_type,payment_type,dropoff_latitude,lpep_pickup_datetime,improvement_surcharge,tip_amount
N,0.5,8.3,0.5,1,7,1.48,2016-01-01T00:43:56.000,-73.939674377441406,40.815891265869141,2,-73.949966430664063,1,0,1,2,40.801258087158203,2016-01-01T00:37:03.000,0.3,0
N,0.5,14.16,0.5,1,10.5,1.91,2016-01-01T00:44:17.000,-73.980262756347656,40.676670074462891,2,-73.954460144042969,1,0,1,1,40.676586151123047,2016-01-01T00:31:04.000,0.3,2.36
N,0.5,8,0.5,1,6,1.08,2016-01-01T00:44:36.000,-73.964607238769531,40.806812286376953,2,-73.95538330078125,1,0,1,1,40.820304870605469,2016-01-01T00:39:51.000,0.3,0.7
N,0.5,21,0.5,1,15.5,3.65,2016-01-01T00:44:12.000,-73.976791381835938,40.68310546875,2,-73.967086791992187,1,0,1,1,40.640483856201172,2016-01-01T00:25:03.000,0.3,4.2
N,0.5,10.8,0.5,1,8.5,1.67,2016-01-01T00:44:35.000,-73.938285827636719,40.846363067626953,2,-73.924835205078125,1,0,1,1,40.867420196533203,2016-01-01T00:35:50.000,0.3,1
N,0.5,12.3,0.5,1,11,2.60,2016-01-01T00:44:32.000,-73.906364440917969,40.745410919189453,2,-73.882720947265625,1,0,1,2,40.76220703125,2016-01-01T00:34:13.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.71,2016-01-01T00:42:54.000,-73.962516784667969,40.712596893310547,2,-73.939811706542969,1,0,1,2,40.707668304443359,2016-01-01T00:32:42.000,0.3,0
N,0.5,7.8,0.5,1,6.5,1.18,2016-01-01T00:43:38.000,-73.956802368164062,40.686885833740234,2,-73.947273254394531,1,0,1,2,40.675384521484375,2016-01-01T00:37:12.000,0.3,0
N,0.5,24.8,0.5,1,23.5,6.02,2016-01-01T00:43:33.000,-73.978355407714844,40.684440612792969,2,-74.008522033691406,5,0,1,2,40.619285583496094,2016-01-01T00:14:12.000,0.3,0
N,0.5,12.36,0.5,1,9,1.79,2016-01-01T00:44:38.000,-73.948631286621094,40.829113006591797,2,-73.936500549316406,1,0,1,1,40.850448608398438,2016-01-01T00:35:36.000,0.3,2.06
N,0.5,15.8,0.5,1,14.5,3.85,2016-01-01T00:41:26.000,-73.871803283691406,40.7489013671875,2,-73.934249877929688,5,0,1,2,40.756256103515625,2016-01-01T00:24:09.000,0.3,0
N,0.5,10.3,0.5,1,9,1.88,2016-01-01T00:42:24.000,-73.977729797363281,40.684711456298828,2,-73.992149353027344,1,0,1,2,40.670063018798828,2016-01-01T00:32:25.000,0.3,0
N,0.5,16.3,0.5,1,15,3.49,2016-01-01T00:44:17.000,-73.952018737792969,40.742813110351563,2,-73.913528442382813,1,0,1,2,40.763233184814453,2016-01-01T00:24:17.000,0.3,0
N,0.5,7.88,0.5,1,5,0.88,2016-01-01T00:44:34.000,-73.913833618164063,40.765567779541016,2,-73.919441223144531,1,0,1,1,40.755996704101563,2016-01-01T00:40:37.000,0.3,1.58
N,0.5,6.3,0.5,1,5,0.87,2016-01-01T00:43:50.000,-73.891532897949219,40.746654510498047,2,-73.877784729003906,1,0,1,2,40.743949890136719,2016-01-01T00:39:36.000,0.3,0
N,0.5,15.36,0.5,1,11.5,2.80,2016-01-01T00:44:39.000,-73.950859069824219,40.667201995849609,2,-73.979362487792969,1,0,1,1,40.660831451416016,2016-01-01T00:32:21.000,0.3,2.56
N,0.5,6.3,0.5,1,5,0.88,2016-01-01T00:44:20.000,-73.927070617675781,40.865676879882813,2,-73.930046081542969,1,0,1,2,40.857242584228516,2016-01-01T00:40:24.000,0.3,0
N,0.5,27.96,0.5,1,22,5.91,2016-01-01T00:44:43.000,-73.980514526367188,40.676303863525391,2,-74.006126403808594,1,0,1,1,40.745098114013672,2016-01-01T00:20:32.000,0.3,4.66
N,0.5,8.19,0.5,1,5,0.82,2016-01-01T00:44:46.000,-73.925193786621094,40.761917114257813,2,-73.920608520507813,5,0,1,1,40.755615234375,2016-01-01T00:40:39.000,0.3,1.89
N,0.5,8.76,0.5,1,6,0.77,2016-01-01T00:44:10.000,-73.948402404785156,40.718357086181641,2,-73.957588195800781,1,0,1,1,40.722244262695313,2016-01-01T00:37:33.000,0.3,1.46
N,0.5,6.8,0.5,1,5.5,0.82,2016-01-01T00:44:03.000,-73.954971313476562,40.720745086669922,2,-73.959091186523438,1,0,1,2,40.729717254638672,2016-01-01T00:38:46.000,0.3,0
N,0.5,19.8,0.5,1,18.5,5.04,2016-01-01T00:44:35.000,-73.898719787597656,40.750293731689453,2,-73.977294921875,1,0,1,2,40.749610900878906,2016-01-01T00:21:40.000,0.3,0
N,0,17,0,5,17,0.03,2016-01-01T00:44:46.000,-73.892776489257813,40.858333587646484,2,-73.893440246582031,1,0,2,1,40.858604431152344,2016-01-01T00:44:44.000,0,0
N,0.5,38.16,0.5,1,30.5,8.24,2016-01-01T00:44:49.000,-73.852798461914063,40.722270965576172,2,-73.957916259765625,1,0,1,1,40.770130157470703,2016-01-01T00:10:58.000,0.3,6.36
N,0.5,11.16,0.5,1,8,1.38,2016-01-01T00:44:55.000,-73.991958618164063,40.691806793212891,2,-73.973823547363281,1,0,1,1,40.678901672363281,2016-01-01T00:36:15.000,0.3,1.86
N,0.5,8.8,0.5,1,7.5,1.33,2016-01-01T00:44:13.000,-73.950889587402344,40.723888397216797,2,-73.948898315429687,3,0,1,2,40.705463409423828,2016-01-01T00:36:26.000,0.3,0
N,0.5,11,0.5,1,7.5,1.21,2016-01-01T00:44:14.000,-73.934417724609375,40.698558807373047,2,-73.918197631835938,1,0,1,1,40.703006744384766,2016-01-01T00:36:32.000,0.3,2.2
N,0.5,18.59,0.5,1,13,2.21,2016-01-01T00:44:53.000,-73.951644897460937,40.656154632568359,2,-73.963371276855469,1,0,1,1,40.649398803710938,2016-01-01T00:26:11.000,0.3,4.29
N,0.5,13.3,0.5,1,11,2.81,2016-01-01T00:44:48.000,-73.872383117675781,40.751884460449219,2,-73.918708801269531,1,0,1,1,40.758926391601563,2016-01-01T00:33:09.000,0.3,1
N,0.5,9.36,0.5,1,6.5,1.22,2016-01-01T00:43:57.000,-73.965362548828125,40.710910797119141,2,-73.950942993164063,1,0,1,1,40.723716735839844,2016-01-01T00:37:53.000,0.3,1.56
N,0.5,17.88,0.5,1,13,3.46,2016-01-01T00:44:34.000,-73.903495788574219,40.745441436767578,2,-73.914146423339844,5,0,1,1,40.780086517333984,2016-01-01T00:33:24.000,0.3,3.58
N,0.5,19.75,0.5,1,14.5,3.37,2016-01-01T00:44:41.000,-73.963241577148438,40.673648834228516,2,-73.97265625,1,0,1,1,40.637344360351563,2016-01-01T00:28:06.000,0.3,3.95
N,0.5,8.16,0.5,1,5.5,1.03,2016-01-01T00:44:37.000,-73.97589111328125,40.687049865722656,2,-73.962440490722656,1,0,1,1,40.68060302734375,2016-01-01T00:40:12.000,0.3,1.36
N,0.5,12.3,0.5,1,11,2.88,2016-01-01T00:44:25.000,-73.952194213867188,40.734176635742188,2,-73.951499938964844,1,0,1,2,40.760566711425781,2016-01-01T00:34:07.000,0.3,0
N,0.5,11.16,0.5,1,8,1.47,2016-01-01T00:45:06.000,-73.952369689941406,40.808109283447266,2,-73.941612243652344,1,0,1,1,40.822841644287109,2016-01-01T00:36:41.000,0.3,1.86
N,0.5,22.8,0.5,1,20.5,5.74,2016-01-01T00:44:29.000,-73.949455261230469,40.797168731689453,2,-73.929588317871094,2,0,1,1,40.856590270996094,2016-01-01T00:24:10.000,0.3,1
N,0.5,14.16,0.5,1,10.5,2.66,2016-01-01T00:44:46.000,-73.95648193359375,40.683292388916016,2,-73.966041564941406,5,0,1,1,40.713661193847656,2016-01-01T00:34:50.000,0.3,2.36
N,0.5,38.16,0.5,1,30.5,9.14,2016-01-01T00:44:52.000,-73.945022583007813,40.808341979980469,2,-73.996047973632813,5,0,1,1,40.721851348876953,2016-01-01T00:12:52.000,0.3,6.36
N,0.5,9.8,0.5,1,8.5,1.78,2016-01-01T00:44:15.000,-73.927665710449219,40.763027191162109,2,-73.917518615722656,5,0,1,2,40.744300842285156,2016-01-01T00:35:16.000,0.3,0
N,0.5,6.3,0.5,1,5,0.89,2016-01-01T00:44:33.000,-73.891990661621094,40.828651428222656,2,-73.896766662597656,1,0,1,2,40.8201904296875,2016-01-01T00:40:46.000,0.3,0
N,0.5,9.3,0.5,1,8,1.13,2016-01-01T00:43:58.000,-73.880500793457031,40.756008148193359,2,-73.872177124023438,1,0,1,2,40.748996734619141,2016-01-01T00:34:48.000,0.3,0
N,0.5,19.8,0.5,1,18.5,5.54,2016-01-02T00:24:44.000,-73.958824157714844,40.744224548339844,2,-73.8731689453125,5,0,1,1,40.74530029296875,2016-01-01T00:28:10.000,0.3,0
N,0.5,9.3,0.5,1,8,1.65,2016-01-01T00:44:11.000,-73.958175659179688,40.721641540527344,2,-73.958198547363281,2,0,1,2,40.717399597167969,2016-01-01T00:31:06.000,0.3,0
N,0.5,6.8,0.5,1,5.5,1.07,2016-01-01T00:42:04.000,-73.870643615722656,40.749011993408203,2,-73.882514953613281,2,0,1,2,40.747802734375,2016-01-01T00:37:32.000,0.3,0
N,0.5,19.56,0.5,1,15,3.21,2016-01-01T00:45:14.000,-73.943931579589844,40.683372497558594,2,-73.996330261230469,2,0,1,1,40.690891265869141,2016-01-01T00:27:15.000,0.3,3.26
N,0.5,18.3,0.5,1,17,5.37,2016-01-01T00:44:53.000,-73.949211120605469,40.793468475341797,2,-73.923683166503906,5,0,1,2,40.743988037109375,2016-01-01T00:30:40.000,0.3,0
N,0.5,8.8,0.5,1,7.5,1.62,2016-01-01T00:44:43.000,-73.84423828125,40.722526550292969,2,-73.852149963378906,1,0,1,2,40.737812042236328,2016-01-01T00:36:48.000,0.3,0
N,0,40,0,5,40,0.00,2016-01-01T00:45:06.000,-73.949943542480469,40.705036163330078,2,-73.949874877929688,4,0,2,1,40.705051422119141,2016-01-01T00:44:36.000,0,0
N,0.5,9.96,0.5,1,7,1.14,2016-01-01T00:44:50.000,-73.963058471679688,40.682735443115234,2,-73.951789855957031,1,0,1,1,40.673534393310547,2016-01-01T00:36:26.000,0.3,1.66
N,0.5,9.8,0.5,1,8.5,1.79,2016-01-01T00:44:25.000,-73.940032958984375,40.749820709228516,2,-73.919921875,1,0,1,2,40.766002655029297,2016-01-01T00:34:52.000,0.3,0
N,0.5,19.8,0.5,1,18.5,5.16,2016-01-01T00:44:42.000,-73.921226501464844,40.766868591308594,2,-73.985328674316406,1,0,1,2,40.747325897216797,2016-01-01T00:24:16.000,0.3,0
N,0.5,20.38,0.5,1,15,3.79,2016-01-01T00:45:07.000,-73.944000244140625,40.683601379394531,2,-73.997039794921875,1,0,1,1,40.680091857910156,2016-01-01T00:28:02.000,0.3,4.08
N,0.5,12.8,0.5,1,11.5,3.01,2016-01-01T00:44:14.000,-73.949783325195313,40.714122772216797,2,-73.983146667480469,1,0,1,2,40.693367004394531,2016-01-01T00:35:07.000,0.3,0
N,0.5,13.56,0.5,1,10,2.35,2016-01-01T00:45:02.000,-73.986740112304688,40.701690673828125,2,-73.992469787597656,1,0,1,1,40.717670440673828,2016-01-01T00:34:30.000,0.3,2.26
N,0.5,13.3,0.5,1,12,2.89,2016-01-01T00:44:40.000,-73.977767944335937,40.69342041015625,2,-73.958854675292969,1,0,1,1,40.663368225097656,2016-01-01T00:30:42.000,0.3,0
N,0.5,19.75,0.5,1,14.5,4.37,2016-01-01T00:45:09.000,-73.944580078125,40.82421875,2,-73.948715209960938,1,0,1,1,40.777412414550781,2016-01-01T00:33:27.000,0.3,3.95
N,0.5,14.3,0.5,1,13,3.44,2016-01-01T00:44:56.000,-73.958671569824219,40.701957702636719,2,-73.939857482910156,1,0,1,2,40.664360046386719,2016-01-01T00:30:42.000,0.3,0
N,0.5,7.8,0.5,1,6.5,0.96,2016-01-01T00:45:12.000,-73.890869140625,40.746932983398437,2,-73.886550903320313,2,0,1,2,40.756767272949219,2016-01-01T00:37:44.000,0.3,0
N,0.5,14.8,0.5,1,13.5,3.35,2016-01-01T00:44:49.000,-73.886390686035156,40.744590759277344,2,-73.944221496582031,1,0,1,2,40.754962921142578,2016-01-01T00:30:38.000,0.3,0
N,0.5,38.74,0.5,1,28.5,9.35,2016-01-01T00:45:12.000,-73.983657836914063,40.576820373535156,2,-74.000129699707031,5,0,1,1,40.644580841064453,2016-01-01T00:24:17.000,0.3,8.94
N,0.5,8.3,0.5,1,7,1.49,2016-01-01T00:44:09.000,-73.88958740234375,40.834133148193359,2,-73.875,5,0,1,2,40.826866149902344,2016-01-01T00:37:57.000,0.3,0
N,0.5,26,0.5,1,20.5,6.34,2016-01-01T00:45:19.000,-73.945533752441406,40.819301605224609,2,-73.968704223632812,5,0,1,1,40.753448486328125,2016-01-01T00:28:26.000,0.3,4.2
N,0.5,8.3,0.5,1,7,1.21,2016-01-01T00:45:20.000,-73.913955688476563,40.765228271484375,2,-73.933059692382812,2,0,1,2,40.770751953125,2016-01-01T00:37:39.000,0.3,0
N,0.5,5.8,0.5,1,4.5,0.64,2016-01-01T00:45:00.000,-73.944854736328125,40.808837890625,2,-73.951057434082031,1,0,1,2,40.800258636474609,2016-01-01T00:42:04.000,0.3,0
N,0.5,13.8,0.5,1,12.5,3.27,2016-01-01T00:43:59.000,-73.990875244140625,40.699832916259766,2,-73.949409484863281,1,0,1,2,40.714237213134766,2016-01-01T00:33:52.000,0.3,0
N,0.5,15.36,0.5,1,11.5,2.40,2016-01-01T00:44:54.000,-73.94268798828125,40.726291656494141,2,-73.93701171875,1,0,1,1,40.697860717773438,2016-01-01T00:30:15.000,0.3,2.56
N,0.5,20.8,0.5,1,19.5,5.20,2016-01-01T00:45:07.000,-73.94244384765625,40.714756011962891,2,-73.960098266601563,1,0,1,1,40.656417846679688,2016-01-01T00:21:10.000,0.3,0
N,0.5,21.96,0.5,1,17,4.43,2016-01-01T00:45:06.000,-73.96270751953125,40.672355651855469,2,-73.911949157714844,1,0,1,1,40.692672729492188,2016-01-01T00:24:47.000,0.3,3.66
N,0.5,19.3,0.5,1,18,4.43,2016-01-01T00:43:16.000,-73.888664245605469,40.651870727539063,2,-73.927024841308594,1,0,1,2,40.687393188476563,2016-01-01T00:21:49.000,0.3,0
N,0.5,11.8,0.5,1,10.5,2.41,2016-01-01T00:44:47.000,-73.872528076171875,40.748882293701172,2,-73.897125244140625,1,0,1,2,40.730800628662109,2016-01-01T00:32:10.000,0.3,0
N,0.5,8.84,0.5,1,5.5,0.65,2016-01-01T00:45:05.000,-73.951499938964844,40.713584899902344,2,-73.9559326171875,1,0,1,1,40.717552185058594,2016-01-01T00:39:52.000,0.3,2.04
N,0.5,7.56,0.5,1,5,0.71,2016-01-01T00:44:35.000,-73.941627502441406,40.714740753173828,2,-73.933753967285156,1,0,1,1,40.711051940917969,2016-01-01T00:40:45.000,0.3,1.26
N,0.5,13.8,0.5,1,12.5,2.99,2016-01-01T00:44:07.000,-73.953285217285156,40.66943359375,2,-73.987495422363281,1,0,1,2,40.644107818603516,2016-01-01T00:29:48.000,0.3,0
N,0.5,17.3,0.5,1,16,3.99,2016-01-01T00:45:08.000,-73.972808837890625,40.677536010742188,2,-74.020172119140625,1,0,1,2,40.649547576904297,2016-01-01T00:27:06.000,0.3,0
N,0.5,10.8,0.5,1,9.5,1.69,2016-01-01T00:44:01.000,-73.955406188964844,40.804401397705078,2,-73.939697265625,1,0,1,2,40.789443969726563,2016-01-01T00:32:38.000,0.3,0
N,0.5,20.16,0.5,1,15.5,3.93,2016-01-01T00:45:18.000,-73.963760375976562,40.682903289794922,2,-73.937850952148438,1,0,1,1,40.708648681640625,2016-01-01T00:25:05.000,0.3,3.36
N,0.5,14.3,0.5,1,13,2.65,2016-01-01T00:44:30.000,-73.977874755859375,40.684459686279297,2,-73.955238342285156,1,0,1,2,40.657554626464844,2016-01-01T00:28:02.000,0.3,0
N,0.5,17.3,0.5,1,16,4.04,2016-01-01T00:44:50.000,-73.908653259277344,40.802993774414063,2,-73.885841369628906,1,0,1,2,40.842254638671875,2016-01-01T00:30:48.000,0.3,0
N,0.5,18.3,0.5,1,17,4.41,2016-01-01T00:45:32.000,-73.959640502929687,40.801052093505859,2,-73.947929382324219,1,0,1,2,40.778793334960938,2016-01-01T00:26:04.000,0.3,0
N,0.5,12.36,0.5,1,9,1.85,2016-01-01T00:45:23.000,-73.882736206054688,40.74786376953125,2,-73.890235900878906,5,0,1,1,40.7352294921875,2016-01-01T00:34:08.000,0.3,2.06
N,0.5,30.3,0.5,1,29,9.38,2016-01-01T00:45:35.000,-73.971153259277344,40.672817230224609,2,-73.912727355957031,3,0,1,2,40.744083404541016,2016-01-01T00:20:42.000,0.3,0
N,0.5,9.8,0.5,1,8.5,1.86,2016-01-01T00:44:43.000,-73.993423461914062,40.682380676269531,2,-73.986961364746094,1,0,1,2,40.668262481689453,2016-01-01T00:35:52.000,0.3,0
N,0.5,25.38,0.5,1,19,5.75,2016-01-01T00:45:01.000,-73.993850708007813,40.681716918945313,2,-74.023490905761719,1,0,1,1,40.626338958740234,2016-01-01T00:29:42.000,0.3,5.08
N,0.5,8.8,0.5,1,7.5,1.55,2016-01-01T00:45:35.000,-73.949623107910156,40.679561614990234,2,-73.946708679199219,1,0,1,2,40.696426391601563,2016-01-01T00:38:11.000,0.3,0
N,0.5,9.36,0.5,1,6.5,1.59,2016-01-01T00:45:31.000,-73.937141418457031,40.797813415527344,2,-73.951858520507813,1,0,1,1,40.777778625488281,2016-01-01T00:40:27.000,0.3,1.56
N,0.5,6.62,0.5,1,4,0.42,2016-01-01T00:45:26.000,-73.961952209472656,40.709865570068359,2,-73.959983825683594,2,0,1,1,40.711585998535156,2016-01-01T00:42:37.000,0.3,1.32
N,0.5,7.8,0.5,1,6.5,1.26,2016-01-01T00:45:20.000,-73.956047058105469,40.717418670654297,2,-73.969078063964844,1,0,1,2,40.709075927734375,2016-01-01T00:38:27.000,0.3,0
N,0.5,18.3,0.5,1,14,3.92,2016-01-01T00:45:11.000,-73.931541442871094,40.754367828369141,2,-73.980880737304688,1,0,1,1,40.744613647460938,2016-01-01T00:31:40.000,0.3,3
N,0.5,22.3,0.5,1,21,5.01,2016-01-01T00:44:49.000,-73.974884033203125,40.687198638916016,2,-74.021163940429687,2,0,1,2,40.633506774902344,2016-01-01T00:17:54.000,0.3,0
N,0.5,19.24,0.5,1,13.5,3.89,2016-01-01T00:44:51.000,-73.925430297851562,40.761970520019531,2,-73.950920104980469,1,0,1,1,40.774623870849609,2016-01-01T00:32:35.000,0.3,4.44
N,0.5,9.96,0.5,1,7,1.17,2016-01-01T00:45:24.000,-73.954681396484375,40.732494354248047,2,-73.943893432617188,1,0,1,1,40.721767425537109,2016-01-01T00:38:56.000,0.3,1.66
N,0.5,13.8,0.5,1,12.5,2.71,2016-01-01T00:45:00.000,-73.997024536132812,40.66131591796875,2,-74.027740478515625,1,0,1,2,40.63165283203125,2016-01-01T00:30:07.000,0.3,0
N,0.5,8.76,0.5,1,6,1.12,2016-01-01T00:45:19.000,-73.991546630859375,40.670803070068359,2,-73.980026245117188,1,0,1,1,40.681743621826172,2016-01-01T00:40:20.000,0.3,1.46
N,0.5,8.3,0.5,1,7,1.31,2016-01-01T00:45:10.000,-73.883598327636719,40.747638702392578,2,-73.863861083984375,2,0,1,2,40.752227783203125,2016-01-01T00:37:30.000,0.3,0
N,0.5,5.3,0.5,1,4,0.48,2016-01-01T00:45:33.000,-73.961311340332031,40.704338073730469,2,-73.961952209472656,1,0,1,1,40.709308624267578,2016-01-01T00:42:02.000,0.3,0
N,0.5,10.3,0.5,1,9,1.79,2016-01-01T00:45:00.000,-73.978538513183594,40.680488586425781,2,-73.981086730957031,1,0,1,2,40.663303375244141,2016-01-01T00:34:54.000,0.3,0
N,0.5,52.8,0,2,52,0.02,2016-01-01T00:45:39.000,-73.958213806152344,40.733654022216797,2,-73.958137512207031,1,0,1,2,40.733081817626953,2016-01-01T00:45:34.000,0.3,0
N,0.5,32.25,0.5,1,24.5,8.44,2016-01-01T00:44:39.000,-73.961647033691406,40.720340728759766,2,-74.008621215820313,1,0,1,1,40.651386260986328,2016-01-01T00:27:35.000,0.3,6.45
N,0.5,22.8,0.5,1,21.5,6.20,2016-01-01T00:44:43.000,-73.97869873046875,40.675716400146484,2,-74.03125,2,0,1,2,40.615833282470703,2016-01-01T00:23:46.000,0.3,0
N,0.5,20.16,0.5,1,15.5,4.17,2016-01-01T00:45:34.000,-73.960914611816406,40.716873168945313,2,-74.00140380859375,1,0,1,1,40.733604431152344,2016-01-01T00:27:32.000,0.3,3.36
N,0.5,12.8,0.5,1,11.5,2.93,2016-01-01T00:45:17.000,-73.92626953125,40.775215148925781,2,-73.920928955078125,1,0,1,2,40.746131896972656,2016-01-01T00:32:34.000,0.3,0
N,0.5,14.76,0.5,1,11,2.37,2016-01-01T00:45:24.000,-73.939506530761719,40.706302642822266,2,-73.960792541503906,1,0,1,1,40.697311401367188,2016-01-01T00:32:39.000,0.3,2.46
N,0.5,25.3,0.5,1,24,8.31,2016-01-01T00:44:59.000,-73.918357849121094,40.765506744384766,2,-73.80084228515625,1,0,1,1,40.737995147705078,2016-01-01T00:30:08.000,0.3,0
N,0.5,16.3,0.5,1,15,4.08,2016-01-01T00:44:50.000,-73.955810546875,40.787803649902344,2,-73.985649108886719,2,0,1,2,40.738243103027344,2016-01-01T00:27:17.000,0.3,0
N,0.5,23.3,0.5,1,22,6.97,2016-01-01T00:44:16.000,-73.921127319335937,40.756500244140625,2,-73.989303588867187,1,0,1,2,40.726318359375,2016-01-01T00:25:17.000,0.3,0
N,0.5,16.8,0.5,1,15.5,2.46,2016-01-01T00:39:05.000,-73.961570739746094,40.811233520507813,2,-73.952751159667969,1,0,1,2,40.807586669921875,2016-01-01T00:15:46.000,0.3,0
N,0.5,16.62,0.5,1,12,3.49,2016-01-01T00:45:24.000,-73.949966430664063,40.727954864501953,2,-73.901283264160156,1,0,1,1,40.714836120605469,2016-01-01T00:33:40.000,0.3,3.32
N,0.5,37.8,0.5,1,36.5,11.07,2016-01-01T00:44:47.000,-73.952362060546875,40.798171997070313,2,-73.831222534179688,1,0,1,2,40.714241027832031,2016-01-01T00:05:56.000,0.3,0
N,0.5,21.8,0.5,1,17.5,4.85,2016-01-01T00:45:17.000,-73.922164916992187,40.827777862548828,2,-73.858833312988281,1,0,1,1,40.837696075439453,2016-01-01T00:29:15.000,0.3,3
N,0.5,19.3,0.5,1,18,4.91,2016-01-01T00:45:06.000,-73.970962524414063,40.675003051757813,2,-74.006248474121094,1,0,1,2,40.6248779296875,2016-01-01T00:24:06.000,0.3,0
N,0.5,10.8,0.5,1,9.5,1.98,2016-01-01T00:44:08.000,-73.938858032226562,40.837329864501953,2,-73.919097900390625,1,0,1,2,40.838443756103516,2016-01-01T00:33:53.000,0.3,0
N,0.5,10.8,0.5,1,6.5,1.17,2016-01-01T00:45:41.000,-73.935882568359375,40.850074768066406,2,-73.944435119628906,1,0,1,1,40.834857940673828,2016-01-01T00:39:59.000,0.3,3
N,0,20,0,5,20,4.47,2016-01-01T00:45:37.000,-73.90838623046875,40.824016571044922,2,-73.92010498046875,2,0,2,2,40.863265991210938,2016-01-01T00:29:54.000,0,0
N,0.5,8.3,0.5,1,7,1.40,2016-01-01T00:45:46.000,-73.958358764648438,40.729888916015625,2,-73.952133178710937,4,0,1,2,40.717071533203125,2016-01-01T00:38:14.000,0.3,0
N,0.5,10.14,0.5,1,6.5,1.27,2016-01-01T00:45:57.000,-73.890945434570313,40.746612548828125,2,-73.914360046386719,1,0,1,1,40.745738983154297,2016-01-01T00:39:30.000,0.3,2.34
N,0.5,6.3,0.5,1,5,1.00,2016-01-01T00:45:16.000,-73.920707702636719,40.743610382080078,2,-73.906692504882813,1,0,1,2,40.747169494628906,2016-01-01T00:41:48.000,0.3,0
N,0.5,13.3,0.5,1,12,2.59,2016-01-01T00:45:13.000,-73.898811340332031,40.746166229248047,2,-73.934844970703125,1,0,1,2,40.764446258544922,2016-01-01T00:30:40.000,0.3,0
N,0.5,9.96,0.5,1,7,1.40,2016-01-01T00:45:40.000,-73.9769287109375,40.681442260742188,2,-73.997230529785156,5,0,1,1,40.68353271484375,2016-01-01T00:38:50.000,0.3,1.66
N,0.5,49.8,0.5,1,48.5,17.25,2016-01-01T00:45:12.000,-73.919776916503906,40.768558502197266,2,-74.014961242675781,1,0,1,2,40.645156860351563,2016-01-01T00:14:43.000,0.3,0
N,0.5,15.3,0.5,1,14,3.37,2016-01-01T00:45:19.000,-73.957878112792969,40.721836090087891,2,-73.9110107421875,1,0,1,2,40.710018157958984,2016-01-01T00:28:45.000,0.3,0
N,0.5,12.8,0.5,1,11.5,2.92,2016-01-01T00:45:27.000,-73.915779113769531,40.820175170898437,2,-73.910736083984375,1,0,1,2,40.852161407470703,2016-01-01T00:33:06.000,0.3,0
N,0.5,12.3,0.5,1,11,2.99,2016-01-01T00:45:40.000,-73.876884460449219,40.763191223144531,2,-73.917976379394531,1,0,1,2,40.770416259765625,2016-01-01T00:37:09.000,0.3,0
N,0.5,68.76,0.5,1,56,20.44,2016-01-01T00:45:44.000,-73.981315612792969,40.575874328613281,2,-73.92156982421875,1,0,1,1,40.760135650634766,2016-01-01T00:10:10.000,0.3,11.46
N,0.5,9.8,0.5,1,8.5,1.89,2016-01-01T00:45:36.000,-73.903396606445312,40.745452880859375,2,-73.923202514648438,5,0,1,2,40.760921478271484,2016-01-01T00:37:33.000,0.3,0
N,0.5,16.8,0.5,1,15.5,4.70,2016-01-01T00:45:50.000,-73.960769653320313,40.817996978759766,2,-73.916969299316406,2,0,1,2,40.8692626953125,2016-01-01T00:34:56.000,0.3,0
N,0.5,12.88,0.5,1,9,2.13,2016-01-01T00:45:05.000,-73.95794677734375,40.658267974853516,2,-73.957366943359375,1,0,1,1,40.630645751953125,2016-01-01T00:35:06.000,0.3,2.58
N,0.5,10.79,0.5,1,7,1.42,2016-01-01T00:45:33.000,-73.999183654785156,40.675468444824219,2,-73.9849853515625,1,0,1,1,40.683822631835938,2016-01-01T00:38:48.000,0.3,2.49
N,0.5,7.8,0.5,1,6.5,1.32,2016-01-01T00:45:15.000,-73.986488342285156,40.669334411621094,2,-74.007644653320312,2,0,1,2,40.674625396728516,2016-01-01T00:39:33.000,0.3,0
N,0.5,8.3,0.5,1,7,1.17,2016-01-01T00:45:19.000,-73.919723510742187,40.816574096679688,2,-73.913406372070312,1,0,1,2,40.805149078369141,2016-01-01T00:37:19.000,0.3,0
N,0.5,14.8,0.5,1,13.5,3.29,2016-01-01T00:45:50.000,-73.976722717285156,40.682132720947266,2,-73.999984741210937,1,0,1,1,40.644264221191406,2016-01-01T00:31:35.000,0.3,0
N,0.5,6.8,0.5,1,5.5,0.88,2016-01-01T00:45:42.000,-73.920890808105469,40.743209838867187,2,-73.904708862304687,1,0,1,2,40.745155334472656,2016-01-01T00:40:30.000,0.3,0
N,0.5,24.3,0.5,1,23,5.80,2016-01-01T00:45:08.000,-73.989547729492188,40.700763702392578,2,-73.95758056640625,5,0,1,2,40.722259521484375,2016-01-01T00:17:02.000,0.3,0
N,0.5,14.69,0.5,1,10,2.05,2016-01-01T00:45:37.000,-73.956817626953125,40.747337341308594,2,-73.953437805175781,1,0,1,1,40.724853515625,2016-01-01T00:34:26.000,0.3,3.39
N,0.5,14.16,0.5,1,10.5,2.61,2016-01-01T00:45:51.000,-73.958381652832031,40.7298583984375,2,-73.920295715332031,2,0,1,1,40.744407653808594,2016-01-01T00:36:14.000,0.3,2.36
